Latitude (decimal degrees):	41.897
Longitude (decimal degrees):	12.485
Elevation (m):	27
Radiation database:	PVGIS-SARAH3


Slope: 37 deg. (optimum)
Azimuth: 14 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20050504:1110,758.58,963.98,64.07,20.66,4.62,0.0
20050504:1210,759.72,967.56,60.71,20.45,4.34,0.0
20050504:1310,566.71,710.13,52.95,20.28,4.14,0.0
20050504:1410,314.25,394.31,43.01,20.16,3.93,0.0
20050504:1510,156.07,205.07,32.16,20.01,3.79,0.0
20050504:1610,88.17,123.82,21.02,19.33,3.52,0.0
20050504:1710,61.02,94.2,9.97,18.42,3.17,0.0
20050504:1810,0.0,0.0,-0.67,17.58,3.03,0.0
20050504:1910,0.0,0.0,0.0,16.79,2.55,0.0
20050504:2010,0.0,0.0,0.0,16.3,2.28,0.0
20050504:2110,0.0,0.0,0.0,15.9,2.21,0.0
20050504:2210,0.0,0.0,0.0,15.86,2.34,0.0
20050504:2310,0.0,0.0,0.0,15.88,2.55,0.0
20050505:0010,0.0,0.0,0.0,15.97,2.41,0.0
20050505:0110,0.0,0.0,0.0,15.81,2.28,0.0
20050505:0210,0.0,0.0,0.0,15.31,2.14,0.0
20050505:0310,0.0,0.0,0.0,14.86,1.86,0.0
20050505:0410,0.0,0.0,0.0,14.53,1.93,0.0
20050505:0510,22.72,41.4,11.42,14.62,2.21,0.0
20050505:0610,101.62,153.16,22.49,15.72,3.45,0.0
20050505:0710,198.72,254.68,33.63,17.01,3.38,0.0
20050505:0810,329.58,411.41,44.43,18.01,2.76,0.0
20050505:0910,387.17,485.66,54.22,18.85,2.28,0.0
20050505:1010,538.48,679.85,61.64,19.68,2.76,0.0
20050505:1110,601.65,759.86,64.35,19.83,3.45,0.0
20050505:1210,553.1,694.13,60.96,19.51,3.59,0.0
20050505:1310,537.34,670.52,53.15,19.63,4.07,0.0
20050505:1410,444.34,551.02,43.19,19.23,4.0,0.0
20050505:1510,388.48,481.17,32.32,18.75,4.07,0.0
20050505:1610,122.68,164.29,21.18,17.99,4.34,0.0
20050505:1710,50.12,78.2,10.14,17.24,4.0,0.0
20050505:1810,0.0,0.0,-0.49,16.55,3.38,0.0
20050505:1910,0.0,0.0,0.0,16.24,1.31,0.0
20050505:2010,0.0,0.0,0.0,15.28,1.17,0.0
20050505:2110,0.0,0.0,0.0,14.21,2.21,0.0
20050505:2210,0.0,0.0,0.0,13.91,2.28,0.0
20050505:2310,0.0,0.0,0.0,13.21,1.72,0.0
20050506:0010,0.0,0.0,0.0,12.36,1.24,0.0
20050506:0110,0.0,0.0,0.0,11.38,1.72,0.0
20050506:0210,0.0,0.0,0.0,11.37,2.48,0.0
20050506:0310,0.0,0.0,0.0,11.25,2.76,0.0
20050506:0410,0.0,0.0,0.0,11.42,2.48,0.0
20050506:0510,20.48,37.95,11.62,11.51,2.34,0.0
20050506:0610,95.92,152.88,22.69,12.95,3.31,0.0
20050506:0710,285.52,360.89,33.82,14.3,4.28,0.0
20050506:0810,397.49,483.33,44.64,15.63,5.03,0.0
20050506:0910,632.27,773.12,54.45,17.16,5.17,0.0
20050506:1010,737.4,916.13,61.91,18.41,5.31,0.0
20050506:1110,788.36,988.23,64.64,19.53,5.79,0.0
20050506:1210,790.49,987.82,61.21,20.0,6.62,0.0
20050506:1310,773.58,961.15,53.36,19.93,6.9,0.0
20050506:1410,668.34,826.18,43.37,20.09,6.34,0.0
20050506:1510,518.64,640.38,32.49,20.19,6.07,0.0
20050506:1610,227.37,293.58,21.34,20.02,5.86,0.0
20050506:1710,96.13,165.37,10.31,19.22,5.24,0.0
20050506:1810,0.0,0.0,-0.31,17.94,4.9,0.0
20050506:1910,0.0,0.0,0.0,16.77,4.14,0.0
20050506:2010,0.0,0.0,0.0,15.87,3.79,0.0
20050506:2110,0.0,0.0,0.0,15.02,3.45,0.0
20050506:2210,0.0,0.0,0.0,14.27,3.17,0.0
20050506:2310,0.0,0.0,0.0,13.53,2.97,0.0
20050507:0010,0.0,0.0,0.0,12.77,2.69,0.0
20050507:0110,0.0,0.0,0.0,12.06,2.55,0.0
20050507:0210,0.0,0.0,0.0,11.5,2.48,0.0
20050507:0310,0.0,0.0,0.0,10.92,2.34,0.0
20050507:0410,0.0,0.0,0.0,10.45,2.28,0.0
20050507:0510,23.85,42.26,11.81,10.72,2.07,0.0
20050507:0610,94.15,154.57,22.88,13.5,1.66,0.0
20050507:0710,283.05,366.0,34.01,16.22,1.45,0.0
20050507:0810,468.15,587.46,44.84,18.13,1.79,0.0
20050507:0910,623.82,792.18,54.68,19.52,2.34,0.0
20050507:1010,729.35,935.12,62.17,20.36,3.17,0.0
20050507:1110,786.16,1008.7,64.91,20.62,4.0,0.0
20050507:1210,790.87,1013.38,61.45,20.33,4.07,0.0
20050507:1310,747.67,955.76,53.56,20.26,3.66,0.0
20050507:1410,650.89,822.0,43.54,20.11,3.52,0.0
20050507:1510,507.78,633.84,32.65,19.46,3.59,0.0
20050507:1610,201.87,261.32,21.5,18.5,3.59,0.0
20050507:1710,91.68,146.84,10.47,17.38,3.24,0.0
20050507:1810,0.0,0.0,-0.13,16.23,2.41,0.0
20050507:1910,0.0,0.0,0.0,15.35,2.48,0.0
20050507:2010,0.0,0.0,0.0,14.67,1.93,0.0
20050507:2110,0.0,0.0,0.0,13.7,1.52,0.0
20050507:2210,0.0,0.0,0.0,13.4,1.45,0.0
20050507:2310,0.0,0.0,0.0,12.67,1.93,0.0
20050508:0010,0.0,0.0,0.0,12.4,2.21,0.0
20050508:0110,0.0,0.0,0.0,12.69,2.48,0.0
20050508:0210,0.0,0.0,0.0,13.43,2.76,0.0
20050508:0310,0.0,0.0,0.0,13.88,3.1,0.0
20050508:0410,0.0,0.0,0.0,14.04,3.38,0.0
20050508:0510,0.82,7.76,12.0,14.2,3.86,0.0
20050508:0610,42.9,67.13,23.06,15.07,4.28,0.0
20050508:0710,64.45,93.8,34.2,16.43,4.69,0.0
20050508:0810,147.49,192.18,45.04,17.08,4.62,0.0
20050508:0910,83.93,117.71,54.9,17.8,4.83,0.0
20050508:1010,285.0,355.43,62.43,18.06,4.97,0.0
20050508:1110,589.76,729.25,65.19,18.24,5.1,0.0
20050508:1210,715.87,894.93,61.69,18.52,4.9,0.0
20050508:1310,486.55,602.91,53.76,18.91,4.41,0.0
20050508:1410,623.78,778.54,43.72,18.98,3.93,0.0
20050508:1510,515.11,641.15,32.81,18.72,3.52,0.0
20050508:1610,219.11,282.8,21.66,18.26,3.24,0.0
20050508:1710,95.88,162.13,10.64,17.59,2.69,0.0
20050508:1810,3.81,13.8,0.05,16.62,2.0,0.0
20050508:1910,0.0,0.0,0.0,15.79,3.1,0.0
20050508:2010,0.0,0.0,0.0,15.12,2.83,0.0
20050508:2110,0.0,0.0,0.0,14.66,2.76,0.0
20050508:2210,0.0,0.0,0.0,14.22,2.76,0.0
20050508:2310,0.0,0.0,0.0,13.9,2.83,0.0
20050509:0010,0.0,0.0,0.0,13.52,2.97,0.0
20050509:0110,0.0,0.0,0.0,13.31,3.1,0.0
20050509:0210,0.0,0.0,0.0,13.08,3.17,0.0
20050509:0310,0.0,0.0,0.0,13.04,3.17,0.0
20050509:0410,0.0,0.0,0.0,13.14,3.24,0.0
20050509:0510,24.85,43.99,12.19,13.49,3.38,0.0
20050509:0610,96.08,155.58,23.24,14.6,4.28,0.0
20050509:0710,285.94,363.11,34.38,15.75,4.62,0.0
20050509:0810,464.32,567.52,45.23,16.69,4.41,0.0
20050509:0910,620.22,763.82,55.12,17.41,4.34,0.0
20050509:1010,699.55,941.53,62.68,18.04,0.0,0.0
20050509:1110,655.83,878.82,65.45,18.33,0.0,0.0
20050509:1210,714.27,898.39,61.93,18.73,4.34,0.0
20050509:1310,742.05,932.54,53.96,18.95,4.55,0.0
20050509:1410,672.89,838.9,43.89,18.72,4.28,0.0
20050509:1510,465.89,577.5,32.97,18.56,3.79,0.0
20050509:1610,142.21,188.08,21.82,18.17,3.52,0.0
20050509:1710,82.39,126.49,10.81,17.61,3.1,0.0
20050509:1810,1.17,8.63,0.23,16.8,2.76,0.0
20050509:1910,0.0,0.0,0.0,16.05,2.76,0.0
20050509:2010,0.0,0.0,0.0,15.55,2.9,0.0
20050509:2110,0.0,0.0,0.0,15.19,3.03,0.0
20050509:2210,0.0,0.0,0.0,14.65,3.17,0.0
20050509:2310,0.0,0.0,0.0,14.3,3.24,0.0
20050510:0010,0.0,0.0,0.0,13.94,3.24,0.0
20050510:0110,0.0,0.0,0.0,13.75,3.45,0.0
20050510:0210,0.0,0.0,0.0,13.47,3.52,0.0
20050510:0310,0.0,0.0,0.0,13.19,3.38,0.0
20050510:0410,0.0,0.0,0.0,12.84,3.38,0.0
20050510:0510,29.56,50.03,12.37,13.26,3.24,0.0
20050510:0610,75.37,106.78,23.41,14.96,3.24,0.0
20050510:0710,259.75,330.7,34.56,17.13,4.28,0.0
20050510:0810,234.88,295.93,45.42,18.46,5.31,0.0
20050510:0910,241.63,304.75,55.33,19.18,5.79,0.0
20050510:1010,95.81,132.42,62.93,18.96,5.24,0.0
20050510:1110,156.67,204.15,65.72,18.51,4.9,0.0
20050510:1210,269.56,337.48,62.16,18.39,5.1,0.0
20050510:1310,227.63,289.13,54.15,19.34,4.76,0.0
20050510:1410,318.67,398.83,44.05,19.64,3.93,0.0
20050510:1510,497.84,622.81,33.13,19.63,3.31,0.0
20050510:1610,217.85,282.86,21.98,19.34,3.03,0.0
20050510:1710,91.46,147.61,10.97,18.71,2.83,0.0
20050510:1810,4.27,14.66,0.41,17.69,2.62,0.0
20050510:1910,0.0,0.0,0.0,16.86,1.72,0.0
20050510:2010,0.0,0.0,0.0,16.21,1.93,0.0
20050510:2110,0.0,0.0,0.0,15.85,1.93,0.0
20050510:2210,0.0,0.0,0.0,15.5,2.0,0.0
20050510:2310,0.0,0.0,0.0,15.11,2.0,0.0
20050511:0010,0.0,0.0,0.0,14.83,2.21,0.0
20050511:0110,0.0,0.0,0.0,14.25,1.72,0.0
20050511:0210,0.0,0.0,0.0,13.66,1.45,0.0
20050511:0310,0.0,0.0,0.0,13.35,2.0,0.0
20050511:0410,0.0,0.0,0.0,12.93,1.93,0.0
20050511:0510,29.53,50.03,12.54,13.25,1.66,0.0
20050511:0610,108.24,160.28,23.58,15.84,1.59,0.0
20050511:0710,244.56,315.45,34.73,18.12,1.86,0.0
20050511:0810,452.05,571.04,45.6,19.49,1.72,0.0
20050511:0910,593.74,765.85,55.54,20.52,1.38,0.0
20050511:1010,695.76,922.7,63.17,21.35,1.17,0.0
20050511:1110,732.44,978.48,65.98,21.97,1.45,0.0
20050511:1210,574.13,746.39,62.39,22.41,1.86,0.0
20050511:1310,545.49,700.8,54.34,22.49,2.48,0.0
20050511:1410,340.3,431.08,44.22,21.75,3.03,0.0
20050511:1510,102.86,142.54,33.29,20.98,2.62,0.0
20050511:1610,43.87,69.89,22.14,20.2,1.79,0.0
20050511:1710,35.37,58.85,11.13,19.38,1.31,0.0
20050511:1810,0.77,7.76,0.58,18.68,1.45,0.0
20050511:1910,0.0,0.0,0.0,18.16,1.03,0.0
20050511:2010,0.0,0.0,0.0,17.61,1.17,0.0
20050511:2110,0.0,0.0,0.0,17.08,1.24,0.0
20050511:2210,0.0,0.0,0.0,16.6,1.72,0.0
20050511:2310,0.0,0.0,0.0,16.03,2.07,0.0
20050512:0010,0.0,0.0,0.0,15.44,2.14,0.0
20050512:0110,0.0,0.0,0.0,14.78,2.07,0.0
20050512:0210,0.0,0.0,0.0,14.38,2.28,0.0
20050512:0310,0.0,0.0,0.0,14.1,2.48,0.0
20050512:0410,0.0,0.0,0.0,13.95,2.76,0.0
20050512:0510,28.71,49.16,12.71,14.31,2.48,0.0
20050512:0610,109.26,161.6,23.74,16.02,2.14,0.0
20050512:0710,255.12,329.84,34.89,18.46,1.93,0.0
20050512:0810,451.09,572.87,45.77,20.25,1.59,0.0
20050512:0910,586.48,776.03,55.74,21.69,0.34,0.0
20050512:1010,695.97,924.43,63.41,22.66,1.45,0.0
20050512:1110,643.57,838.17,66.23,22.99,2.55,0.0
20050512:1210,772.64,1008.26,62.61,23.03,3.52,0.0
20050512:1310,745.74,962.42,54.52,22.27,3.66,0.0
20050512:1410,632.47,811.51,44.38,22.01,2.76,0.0
20050512:1510,497.17,634.19,33.44,21.79,2.34,0.0
20050512:1610,215.77,285.15,22.29,21.4,1.24,0.0
20050512:1710,94.33,160.16,11.29,21.09,1.03,0.0
20050512:1810,6.72,18.98,0.76,20.37,1.45,0.0
20050512:1910,0.0,0.0,0.0,18.69,1.03,0.0
20050512:2010,0.0,0.0,0.0,17.56,1.1,0.0
20050512:2110,0.0,0.0,0.0,17.26,2.07,0.0
20050512:2210,0.0,0.0,0.0,16.62,2.21,0.0
20050512:2310,0.0,0.0,0.0,15.95,1.86,0.0
20050513:0010,0.0,0.0,0.0,15.3,1.45,0.0
20050513:0110,0.0,0.0,0.0,15.11,1.52,0.0
20050513:0210,0.0,0.0,0.0,15.0,1.79,0.0
20050513:0310,0.0,0.0,0.0,14.92,2.07,0.0
20050513:0410,0.0,0.0,0.0,14.7,1.79,0.0
20050513:0510,11.48,25.88,12.87,14.79,1.45,0.0
20050513:0610,75.1,107.68,23.9,17.08,1.31,0.0
20050513:0710,107.8,147.83,35.05,18.93,0.83,0.0
20050513:0810,144.51,193.08,45.94,20.35,1.03,0.0
20050513:0910,364.84,467.45,55.93,20.91,1.03,0.0
20050513:1010,207.97,272.37,63.63,21.93,1.1,0.0
20050513:1110,494.98,642.11,66.48,22.8,1.59,0.0
20050513:1210,157.0,209.67,62.84,23.18,2.9,0.0
20050513:1310,713.9,920.13,54.71,21.74,3.24,0.0
20050513:1410,601.47,765.9,44.55,21.8,3.1,0.0
20050513:1510,476.98,609.38,33.59,21.55,1.93,0.0
20050513:1610,204.98,271.21,22.44,21.22,1.1,0.0
20050513:1710,85.66,135.51,11.45,20.85,0.62,0.0
20050513:1810,6.72,18.98,0.93,20.25,0.41,0.0
20050513:1910,0.0,0.0,0.0,19.6,0.76,0.0
20050513:2010,0.0,0.0,0.0,18.28,1.24,0.0
20050513:2110,0.0,0.0,0.0,17.37,1.31,0.0
20050513:2210,0.0,0.0,0.0,16.74,1.38,0.0
20050513:2310,0.0,0.0,0.0,16.13,1.45,0.0
20050514:0010,0.0,0.0,0.0,15.31,1.66,0.0
20050514:0110,0.0,0.0,0.0,14.73,1.66,0.0
20050514:0210,0.0,0.0,0.0,14.27,1.79,0.0
20050514:0310,0.0,0.0,0.0,14.05,1.93,0.0
20050514:0410,0.0,0.0,0.0,13.81,1.86,0.0
20050514:0510,33.4,55.2,13.03,14.42,1.52,0.0
20050514:0610,111.49,163.09,24.05,17.5,1.59,0.0
20050514:0710,217.21,282.31,35.2,19.55,1.66,0.0
20050514:0810,232.42,298.27,46.1,20.54,2.55,0.0
20050514:0910,105.48,145.29,56.12,20.36,2.69,0.0
20050514:1010,143.72,191.27,63.86,20.61,3.03,0.0
20050514:1110,107.12,147.13,66.72,20.26,2.97,0.0
20050514:1210,234.79,300.62,63.05,19.9,2.55,0.0
20050514:1310,690.29,880.89,54.89,20.43,3.31,0.0
20050514:1410,587.2,745.72,44.7,21.05,2.9,0.0
20050514:1510,330.74,417.83,33.74,20.99,2.97,0.0
20050514:1610,208.35,272.52,22.59,20.23,2.48,0.0
20050514:1710,93.89,153.07,11.61,19.57,1.72,0.0
20050514:1810,7.32,19.84,1.1,18.67,1.1,0.0
20050514:1910,0.0,0.0,0.0,18.05,0.34,0.0
20050514:2010,0.0,0.0,0.0,17.66,0.21,0.0
20050514:2110,0.0,0.0,0.0,17.28,0.14,0.0
20050514:2210,0.0,0.0,0.0,16.82,0.0,0.0
20050514:2310,0.0,0.0,0.0,16.37,0.0,0.0
20050515:0010,0.0,0.0,0.0,15.9,1.03,0.0
20050515:0110,0.0,0.0,0.0,15.94,0.83,0.0
20050515:0210,0.0,0.0,0.0,15.55,0.41,0.0
20050515:0310,0.0,0.0,0.0,14.94,0.48,0.0
20050515:0410,0.0,0.0,0.0,14.11,0.9,0.0
20050515:0510,27.46,47.44,13.19,13.48,0.9,0.0
20050515:0610,97.47,134.68,24.2,14.81,0.83,0.0
20050515:0710,262.71,340.76,35.35,17.47,0.76,0.0
20050515:0810,438.51,553.64,46.26,18.83,1.52,0.0
20050515:0910,610.07,779.7,56.3,19.95,1.93,0.0
20050515:1010,690.2,892.12,64.07,20.92,2.48,0.0
20050515:1110,726.84,940.51,66.96,21.69,3.24,0.0
20050515:1210,772.28,998.11,63.26,21.96,3.86,0.0
20050515:1310,749.74,959.3,55.07,21.84,4.28,0.0
20050515:1410,654.75,825.72,44.86,21.5,4.41,0.0
20050515:1510,472.78,591.2,33.89,20.9,4.28,0.0
20050515:1610,312.91,407.02,22.74,20.16,3.79,0.0
20050515:1710,98.76,166.27,11.76,19.24,2.9,0.0
20050515:1810,8.43,21.56,1.26,18.29,1.59,0.0
20050515:1910,0.0,0.0,0.0,17.55,1.45,0.0
20050515:2010,0.0,0.0,0.0,16.73,0.69,0.0
20050515:2110,0.0,0.0,0.0,16.67,0.21,0.0
20050515:2210,0.0,0.0,0.0,16.3,0.21,0.0
20050515:2310,0.0,0.0,0.0,15.96,0.14,0.0
20050516:0010,0.0,0.0,0.0,15.69,0.34,0.0
20050516:0110,0.0,0.0,0.0,15.24,0.69,0.0
20050516:0210,0.0,0.0,0.0,14.92,0.55,0.0
20050516:0310,0.0,0.0,0.0,14.68,0.48,0.0
20050516:0410,0.0,0.0,0.0,12.91,1.38,0.0
20050516:0510,28.96,49.16,13.33,12.5,1.45,0.0
20050516:0610,101.55,162.98,24.34,15.47,1.24,0.0
20050516:0710,283.78,370.08,35.49,17.81,1.24,0.0
20050516:0810,463.57,591.4,46.42,19.26,0.9,0.0
20050516:0910,611.6,784.43,56.47,20.36,1.86,0.0
20050516:1010,712.9,922.47,64.29,21.02,2.62,0.0
20050516:1110,771.77,1005.04,67.19,21.39,3.03,0.0
20050516:1210,795.56,1034.13,63.47,21.53,3.45,0.0
20050516:1310,755.56,975.34,55.24,21.53,3.45,0.0
20050516:1410,636.44,808.92,45.02,21.32,3.38,0.0
20050516:1510,465.22,587.08,34.04,20.94,2.97,0.0
20050516:1610,217.6,284.63,22.89,20.28,2.0,0.0
20050516:1710,100.22,172.84,11.92,19.46,1.31,0.0
20050516:1810,8.41,21.56,1.43,18.7,0.97,0.0
20050516:1910,0.0,0.0,0.0,17.51,1.03,0.0
20050516:2010,0.0,0.0,0.0,17.11,0.48,0.0
20050516:2110,0.0,0.0,0.0,15.85,1.59,0.0
20050516:2210,0.0,0.0,0.0,16.02,0.76,0.0
20050516:2310,0.0,0.0,0.0,16.31,0.62,0.0
20050517:0010,0.0,0.0,0.0,14.84,1.24,0.0
20050517:0110,0.0,0.0,0.0,14.88,2.28,0.0
20050517:0210,0.0,0.0,0.0,15.18,2.34,0.0
20050517:0310,0.0,0.0,0.0,15.18,2.0,0.0
20050517:0410,0.0,0.0,0.0,14.77,2.14,0.0
20050517:0510,31.3,52.61,13.48,14.96,2.48,0.0
20050517:0610,10.77,24.83,24.48,14.9,2.48,0.0
20050517:0710,35.95,58.85,35.63,16.43,2.34,0.0
20050517:0810,32.28,54.26,46.56,16.8,2.21,0.0
20050517:0910,195.97,252.13,56.64,17.93,1.72,0.0
20050517:1010,97.48,135.18,64.49,19.15,1.79,0.0
20050517:1110,102.23,141.62,67.42,20.35,1.79,0.0
20050517:1210,169.4,224.38,63.68,21.98,1.72,0.0
20050517:1310,663.99,886.81,55.41,23.03,1.1,0.0
20050517:1410,60.11,91.04,45.17,22.89,3.52,0.0
20050517:1510,45.2,71.73,34.18,21.21,4.34,0.0
20050517:1610,15.5,32.19,23.03,19.65,2.34,0.0
20050517:1710,83.9,128.21,12.07,19.22,0.9,0.0
20050517:1810,6.26,18.11,1.59,18.82,1.03,0.0
20050517:1910,0.0,0.0,0.0,17.92,0.62,0.0
20050517:2010,0.0,0.0,0.0,17.1,0.9,0.0
20050517:2110,0.0,0.0,0.0,16.28,1.24,0.0
20050517:2210,0.0,0.0,0.0,15.36,1.79,0.0
20050517:2310,0.0,0.0,0.0,16.09,2.69,0.0
20050518:0010,0.0,0.0,0.0,16.04,2.83,0.0
20050518:0110,0.0,0.0,0.0,15.8,2.07,0.0
20050518:0210,0.0,0.0,0.0,15.71,1.79,0.0
20050518:0310,0.0,0.0,0.0,15.03,2.14,0.0
20050518:0410,0.0,0.0,0.0,14.75,2.28,0.0
20050518:0510,36.77,59.51,13.61,14.78,2.14,0.0
20050518:0610,100.61,161.54,24.61,15.95,2.48,0.0
20050518:0710,276.41,353.88,35.76,16.67,2.9,0.0
20050518:0810,88.56,123.22,46.7,17.36,3.17,0.0
20050518:0910,102.39,139.78,56.8,17.87,4.14,0.0
20050518:1010,488.09,601.05,64.69,17.94,4.9,0.0
20050518:1110,651.39,805.83,67.64,17.7,5.1,0.0
20050518:1210,620.74,769.35,63.88,17.84,4.69,0.0
20050518:1310,468.08,577.09,55.58,17.85,4.41,0.0
20050518:1410,439.01,541.5,45.32,17.96,4.0,0.0
20050518:1510,250.82,315.1,34.33,17.74,3.38,0.0
20050518:1610,108.21,146.88,23.18,17.57,3.03,0.0
20050518:1710,90.54,137.07,12.22,17.16,3.03,0.0
20050518:1810,0.11,6.04,1.75,16.55,2.41,0.0
20050518:1910,0.0,0.0,0.0,15.68,2.0,0.0
20050518:2010,0.0,0.0,0.0,15.35,1.38,0.0
20050518:2110,0.0,0.0,0.0,15.12,0.69,0.0
20050518:2210,0.0,0.0,0.0,14.84,0.69,0.0
20050518:2310,0.0,0.0,0.0,14.31,0.83,0.0
20050519:0010,0.0,0.0,0.0,13.96,0.9,0.0
20050519:0110,0.0,0.0,0.0,13.84,0.83,0.0
20050519:0210,0.0,0.0,0.0,13.35,1.17,0.0
20050519:0310,0.0,0.0,0.0,13.51,1.86,0.0
20050519:0410,0.0,0.0,0.0,13.22,2.07,0.0
20050519:0510,35.64,57.79,13.75,13.41,2.07,0.0
20050519:0610,119.34,169.12,24.74,14.71,2.48,0.0
20050519:0710,281.4,359.43,35.89,15.98,2.9,0.0
20050519:0810,320.52,398.02,46.84,17.25,3.45,0.0
20050519:0910,507.26,629.12,56.96,18.42,3.72,0.0
20050519:1010,709.44,896.54,64.88,19.43,3.79,0.0
20050519:1110,412.18,516.26,67.86,20.12,3.93,0.0
20050519:1210,417.16,523.49,64.07,20.82,4.14,0.0
20050519:1310,564.68,710.56,55.75,21.3,4.34,0.0
20050519:1410,636.98,800.54,45.47,21.58,4.76,0.0
20050519:1510,522.75,653.86,34.47,21.75,5.17,0.0
20050519:1610,235.62,305.99,23.32,21.15,4.83,0.0
20050519:1710,101.05,173.7,12.37,20.59,5.1,0.0
20050519:1810,10.64,25.01,1.91,19.28,4.76,0.0
20050519:1910,0.0,0.0,0.0,17.53,4.07,0.0
20050519:2010,0.0,0.0,0.0,16.31,3.72,0.0
20050519:2110,0.0,0.0,0.0,15.36,3.59,0.0
20050519:2210,0.0,0.0,0.0,14.57,3.52,0.0
20050519:2310,0.0,0.0,0.0,13.92,3.45,0.0
20050520:0010,0.0,0.0,0.0,13.39,3.45,0.0
20050520:0110,0.0,0.0,0.0,12.96,3.45,0.0
20050520:0210,0.0,0.0,0.0,12.61,3.45,0.0
20050520:0310,0.0,0.0,0.0,12.3,3.45,0.0
20050520:0410,0.0,0.0,0.0,12.01,3.45,0.0
20050520:0510,32.4,53.48,13.87,12.49,3.17,0.0
20050520:0610,103.53,165.62,24.86,14.41,3.1,0.0
20050520:0710,290.28,371.09,36.01,16.5,3.66,0.0
20050520:0810,486.86,601.09,46.97,18.48,4.21,0.0
20050520:0910,645.83,805.11,57.11,20.03,4.62,0.0
20050520:1010,748.23,947.28,65.07,21.22,4.9,0.0
20050520:1110,806.62,1033.61,68.07,22.16,5.03,0.0
20050520:1210,807.95,1039.68,64.27,22.84,5.03,0.0
20050520:1310,769.29,986.57,55.91,23.26,5.03,0.0
20050520:1410,677.82,860.27,45.61,23.41,5.1,0.0
20050520:1510,528.63,665.88,34.6,23.22,5.31,0.0
20050520:1610,240.21,313.33,23.46,22.5,5.17,0.0
20050520:1710,102.71,178.48,12.51,21.39,5.03,0.0
20050520:1810,10.59,25.01,2.06,19.98,4.48,0.0
20050520:1910,0.0,0.0,0.0,18.5,4.14,0.0
20050520:2010,0.0,0.0,0.0,17.57,3.59,0.0
20050520:2110,0.0,0.0,0.0,16.63,3.17,0.0
20050520:2210,0.0,0.0,0.0,15.6,2.83,0.0
20050520:2310,0.0,0.0,0.0,14.52,2.55,0.0
20050521:0010,0.0,0.0,0.0,13.47,2.34,0.0
20050521:0110,0.0,0.0,0.0,12.5,2.21,0.0
20050521:0210,0.0,0.0,0.0,11.61,2.0,0.0
20050521:0310,0.0,0.0,0.0,10.86,1.93,0.0
20050521:0410,0.0,0.0,0.0,10.29,1.86,0.0
20050521:0510,29.17,49.16,13.99,11.06,1.45,0.0
20050521:0610,100.19,164.78,24.97,15.0,0.97,0.0
20050521:0710,285.83,374.1,36.12,17.78,0.83,0.0
20050521:0810,461.98,595.35,47.09,19.77,0.41,0.0
20050521:0910,611.17,804.15,57.25,21.19,0.69,0.0
20050521:1010,721.14,956.1,65.25,22.21,1.66,0.0
20050521:1110,777.1,1032.4,68.28,22.79,2.34,0.0
20050521:1210,792.4,1049.54,64.45,23.04,2.76,0.0
20050521:1310,755.71,990.93,56.07,23.11,2.97,0.0
20050521:1410,645.28,830.0,45.75,23.0,3.17,0.0
20050521:1510,509.66,647.84,34.74,22.51,3.31,0.0
20050521:1610,234.56,306.73,23.59,21.69,3.17,0.0
20050521:1710,102.1,175.46,12.66,20.69,2.48,0.0
20050521:1810,11.17,25.88,2.22,19.65,1.66,0.0
20050521:1910,0.0,0.0,0.0,18.23,0.83,0.0
20050521:2010,0.0,0.0,0.0,17.61,0.48,0.0
20050521:2110,0.0,0.0,0.0,17.28,0.41,0.0
20050521:2210,0.0,0.0,0.0,16.92,0.55,0.0
20050521:2310,0.0,0.0,0.0,16.57,0.69,0.0
20050522:0010,0.0,0.0,0.0,16.2,0.9,0.0
20050522:0110,0.0,0.0,0.0,15.59,1.03,0.0
20050522:0210,0.0,0.0,0.0,14.32,1.24,0.0
20050522:0310,0.0,0.0,0.0,13.9,1.17,0.0
20050522:0410,0.0,0.0,0.0,13.53,1.17,0.0
20050522:0510,14.53,30.19,14.11,14.17,0.97,0.0
20050522:0610,114.29,158.25,25.08,16.73,0.69,0.0
20050522:0710,250.96,326.39,36.23,18.7,0.76,0.0
20050522:0810,223.98,289.64,47.21,20.11,1.03,0.0
20050522:0910,518.79,667.82,57.39,21.29,1.45,0.0
20050522:1010,688.26,900.09,65.42,22.37,2.21,0.0
20050522:1110,498.09,638.34,68.48,23.03,2.97,0.0
20050522:1210,521.88,667.36,64.64,23.21,3.45,0.0
20050522:1310,741.59,962.55,56.22,23.06,3.52,0.0
20050522:1410,653.64,838.47,45.89,22.71,3.31,0.0
20050522:1510,493.62,627.6,34.88,22.2,2.97,0.0
20050522:1610,122.22,166.55,23.73,21.51,2.62,0.0
20050522:1710,78.06,116.66,12.8,20.64,2.28,0.0
20050522:1810,12.35,27.6,2.37,19.48,1.79,0.0
20050522:1910,0.0,0.0,0.0,18.06,2.34,0.0
20050522:2010,0.0,0.0,0.0,17.25,1.72,0.0
20050522:2110,0.0,0.0,0.0,16.47,1.79,0.0
20050522:2210,0.0,0.0,0.0,15.86,2.07,0.0
20050522:2310,0.0,0.0,0.0,15.27,1.86,0.0
20050523:0010,0.0,0.0,0.0,14.87,1.31,0.0
